"  freq              ;  reS11        ; imS11         ";;;mag S11;mag S11 dB
63718750;-0.876878;0.381029;0.95608479;-0.390071815
63720625;-0.875278;0.381153;0.954667055;-0.402961285
63722500;-0.874429;0.381977;0.954218269;-0.40704546
63724375;-0.876595;0.385072;0.957444118;-0.377731291
63726250;-0.871952;0.383483;0.952554199;-0.422206086
63728125;-0.876309;0.384184;0.956825381;-0.383346262
63730000;-0.874082;0.386767;0.955828465;-0.3924008
63731875;-0.872397;0.388022;0.95479715;-0.401777718
63733750;-0.872478;0.388934;0.955242125;-0.397730681
63735625;-0.873062;0.392652;0.957294547;-0.379088302
63737500;-0.872172;0.389223;0.955080385;-0.399201486
63739375;-0.87184;0.391092;0.955540652;-0.395016634
63741250;-0.871064;0.393907;0.95598913;-0.390940916
63743125;-0.872501;0.393987;0.957331578;-0.378752305
63745000;-0.871316;0.394571;0.95649247;-0.386368889
63746875;-0.86926;0.396341;0.955352886;-0.396723606
63748750;-0.870438;0.397791;0.957026641;-0.38151945
63750625;-0.869313;0.397677;0.955956112;-0.391240914
63752500;-0.869463;0.399544;0.956870585;-0.382935916
63754375;-0.865118;0.397166;0.951929612;-0.427903268
63756250;-0.867762;0.398569;0.954917869;-0.400679597
63758125;-0.867922;0.401092;0.956118921;-0.389761749
63760000;-0.86712;0.402376;0.955930719;-0.39147164
63761875;-0.865364;0.401179;0.953834075;-0.410543336
63763750;-0.866163;0.40489;0.956124602;-0.389710136
63765625;-0.863756;0.405101;0.954034196;-0.408721164
63767500;-0.86531;0.405645;0.955672152;-0.39382138
63769375;-0.864708;0.406371;0.955435668;-0.395971
63771250;-0.862253;0.406781;0.953389227;-0.414595196
63773125;-0.863568;0.409917;0.955919263;-0.391575734
63775000;-0.865016;0.408317;0.956543492;-0.385905572
63776875;-0.861435;0.411124;0.954512023;-0.404371935
63778750;-0.864648;0.411361;0.95751451;-0.377092725
63780625;-0.861227;0.413267;0.955249475;-0.39766385
63782500;-0.861409;0.416664;0.956887848;-0.382779212
63784375;-0.859975;0.414013;0.954444218;-0.404988975
63786250;-0.860131;0.41601;0.955452593;-0.395817133
63788125;-0.859253;0.416357;0.954813526;-0.401628747
63790000;-0.856929;0.416764;0.952900594;-0.419048043
63791875;-0.858407;0.419286;0.955334144;-0.396893999
63793750;-0.856914;0.41684;0.952920348;-0.41886799
63795625;-0.857735;0.419701;0.954912697;-0.400726637
63797500;-0.859239;0.420111;0.956443888;-0.386810073
63799375;-0.857894;0.423292;0.956639029;-0.385038091
63801250;-0.854926;0.422745;0.953735708;-0.411439141
63803125;-0.856814;0.424479;0.956196973;-0.389052705
63805000;-0.856992;0.423463;0.955905958;-0.391696631
63806875;-0.853708;0.424907;0.953605426;-0.412625732
63808750;-0.855208;0.427806;0.956241966;-0.388644015
63810625;-0.85511;0.427881;0.95618788;-0.389135307
63812500;-0.853266;0.428705;0.954908814;-0.400761957
63814375;-0.851095;0.43107;0.954035662;-0.408707822
63816250;-0.852964;0.431496;0.955895592;-0.391790819
63818125;-0.851929;0.432783;0.955554366;-0.394891978
63820000;-0.850386;0.431864;0.953762478;-0.411195348
63821875;-0.85072;0.43325;0.954688473;-0.40276642
63823750;-0.849787;0.436366;0.955276521;-0.397417927
63825625;-0.849102;0.435555;0.954296791;-0.406330736
63827500;-0.849914;0.438233;0.956243677;-0.388628471
63829375;-0.847988;0.436131;0.953569031;-0.412957237
63831250;-0.848593;0.437888;0.954911504;-0.400737493
63833125;-0.847724;0.440371;0.955281423;-0.397373351
63835000;-0.847478;0.442751;0.956162857;-0.38936262
63836875;-0.845796;0.439405;0.95312519;-0.417001049
63838750;-0.846298;0.442285;0.954901213;-0.400831102
63840625;-0.846833;0.443005;0.955708931;-0.393487115
63842500;-0.844104;0.443762;0.953643684;-0.412277267
63844375;-0.846247;0.443346;0.955347927;-0.396768693
63846250;-0.844426;0.44506;0.954533223;-0.404179027
63848125;-0.844;0.447196;0.955154575;-0.398526795
63850000;-0.84587;0.446605;0.956531277;-0.386016498
63851875;-0.842682;0.448485;0.95459507;-0.403616254
63853750;-0.842374;0.450017;0.955044112;-0.39953137
63855625;-0.841295;0.450373;0.954260507;-0.406660986
63857500;-0.84223;0.452498;0.95608881;-0.390035293
63859375;-0.841525;0.453739;0.956056173;-0.390331802
63861250;-0.841765;0.454136;0.956455865;-0.386701308
63863125;-0.838362;0.4548;0.953778739;-0.411047256
63865000;-0.84074;0.457136;0.956983318;-0.381912658
63866875;-0.839428;0.456487;0.955520669;-0.395198287
63868750;-0.83819;0.455188;0.953812661;-0.410738344
63870625;-0.837088;0.459183;0.954759314;-0.402121927
63872500;-0.835467;0.458545;0.953031282;-0.417856877
63874375;-0.837414;0.459324;0.955112948;-0.398905343
63876250;-0.836759;0.46196;0.955809953;-0.392569031
63878125;-0.833829;0.460514;0.952546033;-0.422280544
63880000;-0.834957;0.463039;0.954755627;-0.402155467
63881875;-0.835135;0.463717;0.955240244;-0.39774778
63883750;-0.83332;0.464035;0.953808526;-0.410775998
63885625;-0.833534;0.465505;0.954711388;-0.402557942
63887500;-0.833533;0.465933;0.954919275;-0.400666803
63889375;-0.832204;0.465979;0.953781907;-0.411018406
63891250;-0.832849;0.46742;0.955049168;-0.399485389
63893125;-0.830575;0.469541;0.954108789;-0.40804207
63895000;-0.82829;0.468405;0.951560596;-0.431271006
63896875;-0.831662;0.471381;0.955961155;-0.391195096
63898750;-0.829996;0.473441;0.95553113;-0.395103192
63900625;-0.828669;0.47268;0.954001412;-0.409019651
63902500;-0.830359;0.47363;0.955940085;-0.39138654
63904375;-0.828338;0.474864;0.95479823;-0.401767892
63906250;-0.828573;0.476175;0.955654669;-0.393980278
63908125;-0.826831;0.476676;0.95439484;-0.405438343
63910000;-0.827819;0.477052;0.955438594;-0.395944393
63911875;-0.825705;0.478462;0.954313697;-0.406176856
63913750;-0.826013;0.478273;0.954485484;-0.404613443
63915625;-0.824302;0.481066;0.954409914;-0.405301163
63917500;-0.824942;0.483105;0.955991498;-0.3909194
63919375;-0.822498;0.481553;0.953098238;-0.417246664
63921250;-0.825458;0.481281;0.955516777;-0.395233666
63923125;-0.822423;0.485226;0.954894686;-0.400890467
63925000;-0.823929;0.483315;0.955223736;-0.397897887
63926875;-0.822029;0.48565;0.954770967;-0.402015913
63928750;-0.820964;0.485697;0.953878119;-0.410142271
63930625;-0.819087;0.487234;0.953047997;-0.417704542
63932500;-0.820615;0.488015;0.954760503;-0.402111106
63934375;-0.821405;0.488613;0.955745174;-0.393157724
63936250;-0.818799;0.489476;0.953948928;-0.409497515
63938125;-0.816795;0.490034;0.952516348;-0.422551236
63940000;-0.820467;0.490491;0.955901417;-0.391737891
63941875;-0.817268;0.494514;0.955233521;-0.397808912
63943750;-0.816742;0.492823;0.953908803;-0.40986287
63945625;-0.818845;0.492765;0.955680113;-0.393749021
63947500;-0.81685;0.494886;0.955068623;-0.399308449
63949375;-0.815068;0.498663;0.955510666;-0.395289217
63951250;-0.812474;0.496279;0.952054014;-0.426768227
63953125;-0.815022;0.498545;0.955409848;-0.39620573
63955000;-0.814707;0.499541;0.955661397;-0.393919127
63956875;-0.813624;0.499514;0.954724175;-0.40244161
63958750;-0.812573;0.500765;0.954484398;-0.404623326
63960625;-0.812548;0.502612;0.955433449;-0.395991172
63962500;-0.811359;0.504404;0.955367375;-0.396591868
63964375;-0.810394;0.503902;0.954282799;-0.406458084
63966250;-0.812275;0.50271;0.955252856;-0.3976331
63968125;-0.809504;0.506321;0.954807667;-0.401682046
63970000;-0.808436;0.505791;0.953621152;-0.41248249
63971875;-0.808144;0.507607;0.9543383;-0.405952928
63973750;-0.808304;0.507357;0.954340863;-0.405929607
63975625;-0.809056;0.510145;0.956461987;-0.386645714
63977500;-0.806094;0.509316;0.953514722;-0.413451945
63979375;-0.80718;0.511405;0.955549385;-0.394937257
63981250;-0.807471;0.513424;0.956877014;-0.382877559
63983125;-0.807108;0.513326;0.956518116;-0.386136006
63985000;-0.806661;0.512968;0.955948816;-0.391307211
63986875;-0.803901;0.516087;0.955302365;-0.397182938
63988750;-0.801575;0.51452;0.952498457;-0.422714382
63990625;-0.803779;0.515975;0.955139195;-0.39866666
63992500;-0.803201;0.518038;0.955769437;-0.392937228
63994375;-0.800376;0.516818;0.952734269;-0.42056427
63996250;-0.80168;0.517874;0.954402589;-0.405367823
63998125;-0.799958;0.519131;0.953640287;-0.412308205
64000000;-0.80142;0.520829;0.955791224;-0.39273923
